Source	Cluster	perClusterFreq	ClusterFreq	ClusterGenomeSize	perTotalFreq	TotalFreq	OdsRatio	pvalue	padj	AccnetGenomeSize	AccnetProteinSize	Type	TwinGroup	Description
Cluster_21130	1	0.9714285714285714	102	105	0.7788944723618091	155	1.2471889400921659	1.7311452618901983e-14	3.335034888027144e-13	199	27256	Cluster	Single	WP_071591072.1 hypothetical protein [Escherichia coli]
Cluster_15334	1	0.9714285714285714	102	105	0.7487437185929648	149	1.297411313518696	2.5998297496539716e-17	5.035372701296336e-16	199	27256	Cluster	Single	WP_001285842.1 MULTISPECIES: D-alanyl-D-alanine dipeptidase [Escherichia]
Cluster_30052	1	0.9523809523809523	100	105	0.5577889447236181	111	1.7074217074217075	3.600542989472047e-39	7.094463622224893e-38	199	27256	Cluster	Twin_632	WP_000969790.1 MULTISPECIES: 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [Enterobacteriaceae]
Cluster_3329	1	0.8952380952380953	94	105	0.5376884422110553	107	1.6649755229194483	5.411115409722997e-31	1.0629348120152611e-29	199	27256	Cluster	Single	WP_032205904.1 fimbrial protein StaE [Escherichia coli]
Cluster_21860	1	0.9523809523809523	100	105	0.7487437185929648	149	1.2719718759987215	2.327577298335652e-14	4.4805835607501957e-13	199	27256	Cluster	Single	WP_001396971.1 type 1 fimbrial protein subunit FimA [Escherichia coli]
Cluster_17162	1	0.9523809523809523	100	105	0.5979899497487438	119	1.5926370548219286	4.396714437732124e-32	8.640118533331981e-31	199	27256	Cluster	Single	WP_096952978.1 Sel1 family TPR-like repeat protein YbeQ [Escherichia coli]
Cluster_4032	1	0.9809523809523809	103	105	0.7638190954773869	152	1.2842731829573935	1.4514872078261714e-17	2.8120744769633777e-16	199	27256	Cluster	Single	WP_077778956.1 D-ala-D-ala transporter subunit [Escherichia coli]
Cluster_7893	1	0.8571428571428571	90	105	0.6984924623115578	139	1.2271325796505652	3.4954397010620464e-8	6.639395212194308e-7	199	27256	Cluster	Single	WP_062878072.1 PTS alpha-glucoside transporter subunit IICB [Escherichia coli]
Cluster_9654	1	0.9714285714285714	102	105	0.6482412060301508	129	1.4985603543743078	9.035122786311669e-29	1.7734170608491574e-27	199	27256	Cluster	Single	WP_099145558.1 anti-adapter protein IraM [Escherichia coli]
Cluster_9313	1	0.9809523809523809	103	105	0.7587939698492462	151	1.2927783033743299	4.679308866701608e-18	9.074413523574098e-17	199	27256	Cluster	Single	WP_004030521.1 TMAO reductase system sensor histidine kinase/response regulator TorS [Escherichia coli]
Cluster_28701	1	0.9809523809523809	103	105	0.7688442211055276	153	1.275879240585123	4.437603489859641e-17	8.589769890556112e-16	199	27256	Cluster	Single	WP_024167618.1 fimbriae assembly protein [Escherichia coli]
Cluster_22440	1	0.9619047619047619	101	105	0.7085427135678392	141	1.3575818980074301	9.088521729893457e-20	1.7707916051675714e-18	199	27256	Cluster	Single	WP_001057134.1 cryptic beta-glucoside bgl operon Antiterminator [Escherichia coli]
Cluster_536	1	1	105	105	0.7889447236180904	157	1.267515923566879	0	0	199	27256	Cluster	Twin_954	WP_000060506.1 MULTISPECIES: type I toxin-antitoxin system toxin TisB [Enterobacteriaceae]
Cluster_23174	1	0.9904761904761905	104	105	0.7638190954773869	152	1.2967418546365916	1.3981815367380537e-19	2.7233919699995537e-18	199	27256	Cluster	Single	WP_038340215.1 methylmalonyl-CoA decarboxylase [Escherichia coli]
Cluster_25374	1	0.9904761904761905	104	105	0.6683417085427136	133	1.4819906910132474	1.3451365364960058e-30	2.6420638688702984e-29	199	27256	Cluster	Single	WP_071789664.1 hypothetical protein [Escherichia coli]
Cluster_20076	1	0.9619047619047619	101	105	0.7638190954773869	152	1.2593358395989975	2.2399935580341507e-14	4.3136549811320646e-13	199	27256	Cluster	Single	WP_000160649.1 fimbrial protein StfD [Escherichia coli]
Cluster_4459	1	0.9714285714285714	102	105	0.7336683417085427	146	1.3240704500978475	8.199407336537137e-19	1.5930324585612637e-17	199	27256	Cluster	Single	WP_097331983.1 hypothetical protein [Escherichia coli]
Cluster_9613	1	0.9904761904761905	104	105	0.7587939698492462	151	1.3053295490381585	4.323324488597848e-20	8.433403347457281e-19	199	27256	Cluster	Single	WP_057107865.1 MULTISPECIES: transcriptional regulator [Enterobacteriaceae]
Cluster_9615	1	1	105	105	0.7437185929648241	148	1.3445945945945945	0	0	199	27256	Cluster	Single	WP_099145295.1 type 1 fimbrial protein [Escherichia coli]
Cluster_18798	1	0.9333333333333333	98	105	0.7638190954773869	152	1.2219298245614036	1.137111446672723e-10	2.1721196168829635e-9	199	27256	Cluster	Single	WP_071526436.1 autoinducer 2 ABC transporter substrate-binding protein LsrB [Escherichia coli]
Cluster_2021	1	1	105	105	0.7839195979899497	156	1.2756410256410258	0	0	199	27256	Cluster	Single	WP_001303792.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_1791	1	0.9333333333333333	98	105	0.5628140703517588	112	1.6583333333333334	5.1652729812475365e-34	1.0156457544328293e-32	199	27256	Cluster	Single	WP_001292342.1 2,3-dehydroadipyl-CoA hydratase [Escherichia coli]
Cluster_2402	1	0.9904761904761905	104	105	0.7688442211055276	153	1.2882664176781824	4.456703648352555e-19	8.664689184316596e-18	199	27256	Cluster	Single	WP_000426307.1 MULTISPECIES: diguanylate cyclase [Enterobacteriaceae]
Cluster_16834	1	0.9523809523809523	100	105	0.5376884422110553	107	1.7712505562972851	1.5097964973199617e-43	2.977538439400451e-42	199	27256	Cluster	Single	WP_072164467.1 LysR family transcriptional regulator [Escherichia coli]
Cluster_19177	1	0.9714285714285714	102	105	0.7537688442211056	150	1.2887619047619048	7.971618846747844e-17	1.5421479184875655e-15	199	27256	Cluster	Single	WP_057696048.1 glucosamine-6-phosphate deaminase [Escherichia coli]
Cluster_12739	1	0.9238095238095239	97	105	0.7035175879396985	140	1.3131292517006803	1.0946481137045321e-14	2.1092377922344007e-13	199	27256	Cluster	Single	WP_032200028.1 4-aminobutyrate--2-oxoglutarate transaminase, partial [Escherichia coli]
Cluster_4003	1	0.9904761904761905	104	105	0.7587939698492462	151	1.3053295490381585	4.323324488597848e-20	8.433403347457281e-19	199	27256	Cluster	Single	WP_042097432.1 phenoxybenzoate dioxygenase, partial [Escherichia coli]
Cluster_16805	1	0.8095238095238095	85	105	0.6080402010050251	121	1.331365604092877	7.401015286130229e-11	1.414563167005933e-9	199	27256	Cluster	Single	WP_001310228.1 transcriptional regulator [Escherichia coli]
Cluster_23155	1	0.9809523809523809	103	105	0.7839195979899497	156	1.2513431013431013	1.1664931187648546e-15	2.2520368965464482e-14	199	27256	Cluster	Single	WP_038339745.1 transcriptional regulator LsrR [Escherichia coli]
Cluster_14569	1	0.8857142857142857	93	105	0.5326633165829145	106	1.6628032345013477	4.06869204522451e-30	7.989985534810264e-29	199	27256	Cluster	Single	WP_097405562.1 fimbrial protein [Escherichia coli]
Cluster_7702	1	0.9142857142857143	96	105	0.7336683417085427	146	1.2461839530332681	5.80431677737187e-11	1.109917952677518e-9	199	27256	Cluster	Single	WP_000454301.1 hypothetical protein [Escherichia coli]
Cluster_12112	1	0.9619047619047619	101	105	0.7286432160804021	145	1.3201313628899836	1.0498539275618219e-17	2.035149803933986e-16	199	27256	Cluster	Single	WP_021565002.1 hypothetical protein [Escherichia coli]
Cluster_26222	1	0.9428571428571428	99	105	0.5678391959798995	113	1.6604298356510745	4.0186218958399605e-35	7.907273832320968e-34	199	27256	Cluster	Single	WP_001186473.1 phenylacetic acid degradation bifunctional protein PaaZ [Escherichia coli]
Cluster_21868	1	0.8761904761904762	92	105	0.6532663316582915	130	1.3412454212454212	1.1611552844192496e-13	2.2326294907218185e-12	199	27256	Cluster	Single	WP_000643323.1 xanthine dehydrogenase family protein subunit M [Escherichia coli]
Cluster_29648	1	0.9238095238095239	97	105	0.7638190954773869	152	1.2094611528822057	1.243823547665881e-9	2.370270748455245e-8	199	27256	Cluster	Single	WP_001451674.1 adhesin [Escherichia coli]
Cluster_19160	1	1	105	105	0.7788944723618091	155	1.2838709677419353	0	0	199	27256	Cluster	Single	WP_097475567.1 hypothetical protein [Escherichia coli]
Cluster_13483	1	0.9619047619047619	101	105	0.6683417085427136	133	1.4392409595417115	2.6035706127449543e-24	5.0962153945714e-23	199	27256	Cluster	Single	WP_077248678.1 hypothetical protein [Escherichia coli]
Cluster_9410	1	0.9047619047619048	95	105	0.7336683417085427	146	1.2332028701891717	5.728631829468742e-10	1.092399440850385e-8	199	27256	Cluster	Single	WP_045149857.1 ATP-dependent helicase [Escherichia coli]
Cluster_30359	1	0.9523809523809523	100	105	0.7889447236180904	157	1.2071580224446465	6.184123986408866e-11	1.1824320823130902e-9	199	27256	Cluster	Single	WP_001607275.1 carbohydrate ABC transporter substrate-binding protein [Escherichia coli]
Cluster_18903	1	0.9619047619047619	101	105	0.7537688442211056	150	1.276126984126984	2.7096546005864354e-15	5.229241061249027e-14	199	27256	Cluster	Single	WP_086563571.1 YeeE/YedE family protein [Escherichia coli]
Cluster_24984	1	0.8666666666666667	91	105	0.6080402010050251	121	1.42534435261708	5.1530915023668635e-17	9.973753362919077e-16	199	27256	Cluster	Single	WP_001368649.1 autotransporter outer membrane beta-barrel domain-containing protein [Escherichia coli]
Cluster_7713	1	0.9428571428571428	99	105	0.7286432160804021	145	1.2939901477832512	7.11173028314473e-15	1.3708647831206135e-13	199	27256	Cluster	Single	WP_001586781.1 MULTISPECIES: AraC family transcriptional regulator [Enterobacteriaceae]
Cluster_14447	1	0.9523809523809523	100	105	0.7487437185929648	149	1.2719718759987215	2.327577298335652e-14	4.4805835607501957e-13	199	27256	Cluster	Single	WP_032175751.1 hypothetical protein [Escherichia coli]
Cluster_24969	1	0.8380952380952381	88	105	0.6582914572864321	131	1.2731370410759724	1.8577794759039473e-9	3.5385500086701276e-8	199	27256	Cluster	Single	WP_001299989.1 transcriptional regulator [Escherichia coli]
Cluster_9516	1	0.9904761904761905	104	105	0.7688442211055276	153	1.2882664176781824	4.456703648352555e-19	8.664689184316596e-18	199	27256	Cluster	Single	WP_001744026.1 hydrogenase-4 component C [Escherichia coli]
Cluster_22400	1	0.819047619047619	86	105	0.6331658291457286	126	1.2935752078609222	1.0521389068441597e-9	2.0053745224753443e-8	199	27256	Cluster	Single	WP_032265798.1 LuxR family transcriptional regulator [Escherichia coli]
Cluster_14745	1	0.9714285714285714	102	105	0.542713567839196	108	1.78994708994709	1.362620328726695e-47	2.6888853473259603e-46	199	27256	Cluster	Single	WP_001380068.1 fimbrial protein [Escherichia coli]
Cluster_13781	1	0.9619047619047619	101	105	0.7839195979899497	156	1.2270451770451771	1.2874605760052809e-12	2.4702311876817555e-11	199	27256	Cluster	Single	WP_021540958.1 HAMP domain-containing protein [Escherichia coli]
Cluster_24200	1	0.8761904761904762	92	105	0.7336683417085427	146	1.194259621656882	2.2431563723768723e-7	4.245749346919277e-6	199	27256	Cluster	Single	WP_065768767.1 (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase, partial [Escherichia coli]
Cluster_4558	1	0.9714285714285714	102	105	0.6582914572864321	131	1.475681570338059	1.9213505507349932e-27	3.768258542763881e-26	199	27256	Cluster	Single	WP_001032614.1 MULTISPECIES: type 1 fimbrial protein [Enterobacteriaceae]
Cluster_25677	1	0.8571428571428571	90	105	0.6432160804020101	128	1.3325892857142856	1.6452077441241978e-12	3.1557219928702954e-11	199	27256	Cluster	Single	WP_097367043.1 aldose epimerase [Escherichia coli]
Cluster_14501	1	0.8857142857142857	93	105	0.7688442211055276	153	1.1520074696545284	6.487043113236085e-6	1.2171827389171733e-4	199	27256	Cluster	Single	WP_001125464.1 type II toxin-antitoxin system HipA family toxin [Escherichia coli]
Cluster_9632	1	0.9619047619047619	101	105	0.7587939698492462	151	1.2676758120466731	7.849042784535516e-15	1.512843312635207e-13	199	27256	Cluster	Single	WP_099145520.1 fimbriae biosynthesis transcriptional regulator FimZ, partial [Escherichia coli]
Cluster_24040	1	0.9809523809523809	103	105	0.7839195979899497	156	1.2513431013431013	1.1664931187648546e-15	2.2520368965464482e-14	199	27256	Cluster	Single	WP_065768623.1 autoinducer 2 ABC transporter permease LsrD [Escherichia coli]
Cluster_19996	1	0.9142857142857143	96	105	0.7638190954773869	152	1.1969924812030075	1.1312097683471754e-8	2.1513415999563164e-7	199	27256	Cluster	Single	WP_071593104.1 alpha-ketoglutarate permease [Escherichia coli]
Cluster_16357	1	0.8857142857142857	93	105	0.7839195979899497	156	1.1298534798534798	4.739590462984566e-5	8.820635450697857e-4	199	27256	Cluster	Single	WP_095764308.1 Txe/YoeB family addiction module toxin [Escherichia coli]
Cluster_14729	1	0.9047619047619048	95	105	0.7839195979899497	156	1.1541514041514043	1.8010054294997216e-6	3.39111570523107e-5	199	27256	Cluster	Single	WP_097433801.1 DUF3592 domain-containing protein [Escherichia coli]
Cluster_1938	1	0.9809523809523809	103	105	0.6733668341708543	134	1.4567874911158492	1.4202322624473116e-27	2.785987200543928e-26	199	27256	Cluster	Single	WP_001301444.1 hypothetical protein [Escherichia coli]
Cluster_3125	1	0.9428571428571428	99	105	0.7587939698492462	151	1.2425733207190162	3.2254794073724913e-12	6.185098657093687e-11	199	27256	Cluster	Single	WP_088224546.1 FCD domain-containing protein [Escherichia coli]
Cluster_6362	1	0.8571428571428571	90	105	0.4623115577889447	92	1.8540372670807452	3.3420346827078393e-40	6.587059893089948e-39	199	27256	Cluster	Single	WP_001111353.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_11256	1	0.9904761904761905	104	105	0.7487437185929648	149	1.3228507510386704	3.9511177445464515e-21	7.717188245331165e-20	199	27256	Cluster	Single	WP_064670780.1 PTS fructose transporter subunit IIA [Escherichia coli]
Cluster_3478	1	0.8380952380952381	88	105	0.5125628140703518	102	1.6351073762838468	2.275748181342112e-25	4.458047423315622e-24	199	27256	Cluster	Single	WP_000193077.1 hypothetical protein [Escherichia coli]
Cluster_19601	1	0.9714285714285714	102	105	0.7738693467336684	154	1.255287569573284	6.071981581325795e-15	1.1707821139748252e-13	199	27256	Cluster	Single	WP_063100112.1 cyanase [Escherichia coli]
Cluster_14808	1	0.8666666666666667	91	105	0.6482412060301508	129	1.3369509043927648	4.510100884130854e-13	8.664328471801967e-12	199	27256	Cluster	Single	WP_097433850.1 HNH endonuclease [Escherichia coli]
Cluster_24090	1	0.8666666666666667	91	105	0.48743718592964824	97	1.7780068728522338	1.8114587209816042e-35	3.5646840434248617e-34	199	27256	Cluster	Single	WP_065768898.1 molecular chaperone, partial [Escherichia coli]
Cluster_10071	1	0.9809523809523809	103	105	0.7839195979899497	156	1.2513431013431013	1.1664931187648546e-15	2.2520368965464482e-14	199	27256	Cluster	Single	WP_000966469.1 MurR/RpiR family transcriptional regulator [Escherichia coli]
Cluster_11077	1	0.9809523809523809	103	105	0.7487437185929648	149	1.3101310322786832	4.64914854608294e-19	9.037955608600936e-18	199	27256	Cluster	Single	WP_078164689.1 methylmalonyl-CoA mutase, partial [Escherichia coli]
Cluster_24825	1	1	105	105	0.7437185929648241	148	1.3445945945945945	0	0	199	27256	Cluster	Single	WP_096246281.1 DUF3302 domain-containing protein [Escherichia coli]
Cluster_19503	1	0.9714285714285714	102	105	0.7638190954773869	152	1.2718045112781955	7.16252198356119e-16	1.3834711946557282e-14	199	27256	Cluster	Single	WP_078398941.1 hydrogenase large subunit [Escherichia coli]
Cluster_9990	1	0.8952380952380953	94	105	0.7336683417085427	146	1.2202217873450751	4.836784249792769e-9	9.207429826311369e-8	199	27256	Cluster	Single	WP_001365517.1 molecular chaperone HscC [Escherichia coli]
Cluster_531	1	0.8380952380952381	88	105	0.45226130653266333	90	1.8531216931216932	1.6040678444464359e-38	3.1603215716194967e-37	199	27256	Cluster	Single	WP_071526115.1 MULTISPECIES: hypothetical protein [Proteobacteria]
Cluster_2063	1	1	105	105	0.7939698492462312	158	1.259493670886076	0	0	199	27256	Cluster	Single	WP_001418230.1 DUF4051 domain-containing protein [Escherichia coli]
Cluster_17484	1	1	105	105	0.7788944723618091	155	1.2838709677419353	0	0	199	27256	Cluster	Single	WP_001530736.1 hca operon transcriptional activator [Escherichia coli]
Cluster_24076	1	0.9523809523809523	100	105	0.7537688442211056	150	1.2634920634920634	6.566715985396399e-14	1.2629918874226785e-12	199	27256	Cluster	Single	WP_065768885.1 molecular chaperone FimC, partial [Escherichia coli]
Cluster_30795	1	0.9238095238095239	97	105	0.7487437185929648	149	1.23381271971876	8.439282254974484e-11	1.6126981755113824e-09	199	27256	Cluster	Single	WP_032353181.1 transcriptional regulator CynR [Escherichia coli]
Cluster_4501	1	0.9619047619047619	101	105	0.6683417085427136	133	1.4392409595417115	2.6035706127449543e-24	5.0962153945714e-23	199	27256	Cluster	Single	WP_001423615.1 MULTISPECIES: sel1 repeat family protein [Enterobacteriaceae]
Cluster_12769	1	0.9523809523809523	100	105	0.7587939698492462	151	1.2551245663828445	1.8245975633420581e-13	3.506917396285956e-12	199	27256	Cluster	Single	WP_032155339.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_27665	1	0.9142857142857143	96	105	0.5527638190954773	110	1.6540259740259742	5.657164858613977e-32	1.1115970047366073e-30	199	27256	Cluster	Single	WP_024192417.1 MULTISPECIES: phenylacetate-CoA oxygenase/reductase subunit PaaK [Enterobacteriaceae]
Cluster_23701	1	0.9142857142857143	96	105	0.7386934673366834	147	1.237706511175899	1.454654345012376e-10	2.777892275584791e-9	199	27256	Cluster	Single	WP_023143636.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_21883	1	0.9523809523809523	100	105	0.678391959798995	135	1.4038800705467371	1.8724400271664058e-21	3.6582636721444035e-20	199	27256	Cluster	Single	WP_001097258.1 D-xylose transporter XylE [Escherichia coli]
Cluster_29663	1	0.9142857142857143	96	105	0.7889447236180904	157	1.1588717015468608	5.971658411698901e-7	1.1270719180397839e-5	199	27256	Cluster	Single	WP_001414774.1 hypothetical protein [Escherichia coli]
Cluster_15394	1	0.9904761904761905	104	105	0.7788944723618091	155	1.2716436251920122	4.342102697394817e-18	8.422124241757877e-17	199	27256	Cluster	Single	WP_001276084.1 MULTISPECIES: 3-phenylpropionate dioxygenase [Escherichia]
Cluster_397	1	0.9904761904761905	104	105	0.7437185929648241	148	1.3317889317889318	1.1667730252351786e-21	2.280020749911359e-20	199	27256	Cluster	Twin_1431	WP_000057871.1 MULTISPECIES: protein-tyrosine-phosphatase [Proteobacteria]
